id,govid,govname,award,profile_url,year,name,affiliation,location,deceased
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/alfred-p-fishman/,1982,Alfred P. Fishman,University of Pennsylvania Health System,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ann-m-graybiel/,1994,Ann M. Graybiel,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/anne-k-kibrick/,1971,Anne K. Kibrick,University of Massachusetts at Boston,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arthur-w-nienhuis/,2002,Arthur W. Nienhuis,St. Jude Children's Research Hospital,Michigan,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bradford-h-gray/,2001,Bradford H. Gray,The Urban Institute,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/celso-arango/,2023,Celso Arango,Hospital General Universitario Gregorio Marañón,Spain,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-a-kiesler/,1988,Charles A. Kiesler,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-b-hammond/,2000,Charles B. Hammond,Duke University,North Carolina,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/curtis-g-hames/,1984,Curtis G. Hames,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-hamburg/,1971,David A. Hamburg,Weill Cornell Medical College,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/delbert-a-fisher/,1988,Delbert A. Fisher,No Affiliation,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dorothy-f-bainton/,1990,Dorothy F. Bainton,No Affiliation,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elena-ottolenghi-nightingale/,1985,Elena Ottolenghi Nightingale,George Washington University School of Medicine & Health Sciences,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ellen-leibenluft/,2018,Ellen Leibenluft,National Institutes of Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elliott-d-kieff/,2001,Elliott D. Kieff,Harvard University,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elliott-s-fisher/,2006,Elliott S. Fisher,Dartmouth Geisel School of Medicine,New Hampshire,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/glenda-elisabeth-gray/,2011,Glenda Elisabeth Gray,South African Medical Research Council,South Africa,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/herbert-l-needleman/,1990,Herbert L. Needleman,University of Pittsburgh,,Y
