id,govid,govname,award,profile_url,year,name,affiliation,location,deceased
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/aaron-s-kesselheim/,2020,Aaron S. Kesselheim,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/alexander-rich/,1990,Alexander Rich,Massachusetts Institute of Technology,Connecticut,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/alice-s-whittemore/,1994,Alice S. Whittemore,Stanford University School of Medicine,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/alicia-laura-carriquiry/,2016,Alicia Laura Carriquiry,Iowa State University,Iowa,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ama-de-graft-aikins/,2019,Ama de-Graft Aikins,London School of Economics and Political Science,Ghana,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/anna-suk-fong-lok/,2022,Anna Suk-Fong Lok,University of Michigan,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/antonio-r-damasio/,1995,Antonio R. Damasio,University of Southern California,Iowa,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arthur-c-logan/,1971,Arthur C. Logan,,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arthur-w-nienhuis/,2002,Arthur W. Nienhuis,St. Jude Children's Research Hospital,Michigan,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bart-de-strooper/,2022,Bart De Strooper,University College London,Belgium,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/benjamin-s-carson-sr/,2010,Benjamin S. Carson,U.S. Department of Housing and Urban Development,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bernard-lo/,1996,Bernard Lo,Greenwall Foundation,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bob-s-carter/,2024,Bob S. Carter,University of Utah,Massachusetts,
