id,govid,govname,award,profile_url,name,title,affiliation,other_affiliations,location,year,deceased
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107878/Professor-Daniel-E-Atkins-III,Daniel E. Atkins,W. K. Kellogg Professor of Community Information Emeritus,University of Michigan,"University of Michigan, University of Michigan, National Science Foundation","Ann Arbor, Michigan, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107879/Dr-Thomas-Flynn-Edgar,Thomas Flynn Edgar,George T. & Gladys H. Abell Chair Emeritus,The University of Texas at Austin,The University of Texas at Austin,"Austin, Texas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107880/Mr-R-Keith-Michel,R. Keith Michel,President Emeritus,Webb Institute,"Webb Institute, Herbert Engineering Corporation","Alameda, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107881/Professor-J-Gary-Eden,J. Gary Eden,Intel Alumni Endowed Chair Emeritus,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,"Urbana, Illinois, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107882/Professor-Naomi-J-Halas,Naomi J. Halas,University Professor,Rice University,Rice University,"Houston, Texas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107883/Dr-Wallace-J-Hopp,Wallace J. Hopp,Distinguished Professor Emeritus of Business and Engineering,University of Michigan,"Northwestern University - Evanston, University of Michigan","Chelsea, Michigan, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107884/Dr-Dan-E-Arvizu,Dan E. Arvizu,"Chancellor and Chief Executive Former Chairman, National Science Board",New Mexico State University,"National Renewable Energy Laboratory, CH2M Hill, Inc., New Mexico State University","Las Cruces, New Mexico, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107885/Professor-Ian-A-Waitz,Ian A. Waitz,Vice President for Research,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107886/Professor-J-Karl-Hedrick,J. Karl Hedrick,Professor of Mechanical Engineering,"University of California, Berkeley","University of California, Berkeley",,,Y
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107887/Professor-Jennifer-Rexford,Jennifer Rexford,Gordon Y. S. Wu Professor in Engineering,Princeton University,"Princeton University, AT&T Labs Research","Princeton, New Jersey, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107888/Professor-Maria-FlytzaniStephanopoulos,Maria Flytzani-Stephanopoulos,Robert and Marcy Haber Endowed Professor in Energy Sustainability,Tufts University,Tufts University,,,Y
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107889/Dr-Paul-Fares-Boulos,Paul Fares Boulos,Chairman & CEO,"Aquanuity, Inc.","Aquanuity, Inc., MWH Global, Innovyze","Denver, Colorado, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107890/Professor-Tony-F-Chan,Tony F. Chan,Professor Emeritus,"University of California, Los Angeles","King Abdullah University of Science and Technology (KAUST), The Hong Kong University of Science and Technology, National Science Foundation","Jeddah, Makkah, Saudi Arabia",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107891/Professor-John-Michael-Ramsey,John Michael Ramsey,Minnie N. Goldby Distinguished Professor,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107892/Admiral-Michael-G-Mullen,Admiral Michael G. Mullen,President,"MGM Consulting, LLC","MGM Consulting, LLC","Annapolis, Maryland, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107893/Dr-Robert-D-Braun,Robert D. Braun,Space Exploration Sector Head,Johns Hopkins University Applied Physics Laboratory,"Johns Hopkins University Applied Physics Laboratory, NASA Langley Research Center, NASA Jet Propulsion Laboratory, Caltech","Laurel, Maryland, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107894/Dr-Brenda-Jorgensen-Dietrich,Brenda Jorgensen Dietrich,Arthur and Helen Geoffrion Professor of Practice,Cornell University,"Cornell University, IBM Thomas J. Watson Research Center, IBM Watson Group","Ithaca, New York, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107895/Dr-Roger-B-Krieger,Roger B. Krieger,"Lab Group Manager, Powertrain Systems (retired)",General Motors Research and Development,"General Motors Research and Development, University of Wisconsin-Madison","Bloomfield Hills, Michigan, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107896/Dr-David-B-Spencer,David B. Spencer,Chairman of the Board,wTe Corporation,wTe Corporation,"Bedford, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107897/Professor-Ruben-G-Carbonell,Ruben G. Carbonell,Frank Hawkins Kenan Distinguished Professor of Chemical & Biomolecular Engineering,North Carolina State University,North Carolina State University,"Raleigh, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107898/Professor-Dr-Dieter-Bimberg,Dr. Dieter Bimberg,"Excecutive Director, Bimberg Chinese-German Center for Green Photonics of CAS",CIOMP,"CIOMP, Technical University of Berlin","Berlin, Berlin, Germany",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107899/Professor-Xingdong-Zhang,Xingdong Zhang,Professor,Sichuan University,Sichuan University,"Chengdu, Sichuan, China",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107900/Professor-Moshe-Shoham,Moshe Shoham,Tamara & Harry Handelsman Academic Chair,Technion-Israel Institute of Technology,Technion-Israel Institute of Technology,"Technion City, Haifa, Israel",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107901/Dr-Indira-Vasanti-Samarasekera,Indira Vasanti Samarasekera,Retired President and Vice-Chancellor,University of Alberta,University of Alberta,"Vancouver, British Columbia, Canada",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107902/Dr-Lubomyr-T-Romankiw,Lubomyr T. Romankiw,IBM Fellow,IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,,,Y
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107903/Dr-Harry-George-Poulos,Harry George Poulos,Senior Consultant,"Tetra Tech, Inc.","Tetra Tech, Inc., Coffey Geotechnics Pty Ltd","Chatswood, Australia",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107904/Professor-Dr-Kurt-Mehlhorn,Dr. Kurt Mehlhorn,Director,Max Planck Institute for Informatics,Max Planck Institute for Informatics,"Saarbrücken, Saarland, Germany",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107905/Professor-David-Harel,David Harel,"President, The Israel Academy of Sciences and Humanities; Institute Professor",Weizmann Institute of Science,Weizmann Institute of Science,"Rehovot, Israel",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107906/Professor-Alon-Gany,Alon Gany,Professor Emeritus,Technion-Israel Institute of Technology,Technion-Israel Institute of Technology,"Haifa, Israel",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107907/Professor-Norman-Andrew-Fleck,Norman Andrew Fleck,Professor of Engineering,University of Cambridge,University of Cambridge,"Cambridge, Cambridgeshire, United Kingdom",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107908/Professor-Virginia-Sampaio-Teixeira-Ciminelli,Virginia Sampaio Teixeira Ciminelli,Professor,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Belo Horizonte MG, Brazil",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107909/Dr-Stacey-I-Zones,Stacey I. Zones,Consulting Scientist,Chevron Energy Technology Company,Chevron Energy Technology Company,"Richmond, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107910/Dr-Ghebre-E-Tzeghai,Ghebre E. Tzeghai,Chief Executive Officer,Summit Innovation Labs,"Summit Innovation Labs, Procter and Gamble Company","Cincinnati, Ohio, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107911/Dr-Stuart-L-Soled,Stuart L. Soled,Distinguished Research Associate,ExxonMobil Technology and Engineering Company,ExxonMobil Technology and Engineering Company,"Annandale, New Jersey, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107912/Dr-Robert-E-Schapire,Robert E. Schapire,Partner Researcher,Microsoft Research - New York City,"Microsoft Research - New York City, Princeton University","New York, New York, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107913/Professor-James-J-Riley,James J. Riley,PACCAR Professor of Engineering,University of Washington,University of Washington,"Seattle, Washington, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107914/Professor-George-M-Pharr-IV,George M. Pharr,Erle Nye '59 Chair 1 & Distinguished University Professor,Texas A&M University,"Texas A&M University, The University of Tennessee, Knoxville","College Station, Texas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107915/Professor-Alex-Pentland,Alex Pentland,Professor,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107916/General-Ellen-Marie-Pawlikowski,General Ellen Marie Pawlikowski,Independent Consultant,U.S. Air Force,U.S. Air Force,"Albuquerque, New Mexico, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107917/Professor-Yale-N-Patt,Yale N. Patt,"Ernest Cockrell, Jr. Centennial Chair & Professor",The University of Texas at Austin,The University of Texas at Austin,"Austin, Texas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107918/Dr-Damir-Novosel,Damir Novosel,President,"Quanta Technology, LLC","Quanta Technology, LLC","Raleigh, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107919/Professor-Ned-Mohan,Ned Mohan,Oscar A. Schott Professor of Power Electronics and Systems,"University of Minnesota, Minneapolis","University of Minnesota, Minneapolis",,,Y
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107920/Dr-Jack-P-Moehle,Jack P. Moehle,Professor of the Graduate School of Structural Engineering,"University of California, Berkeley","University of California, Berkeley","Berkeley, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107921/Professor-Charles-A-Mistretta,Charles A. Mistretta,Emeritus Professor,University of Wisconsin-Madison,University of Wisconsin-Madison,"Madison, Wisconsin, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107922/Dr-Michael-George-Luby,Michael George Luby,"Vice President, Technology",Qualcomm Incorporated,Qualcomm Incorporated,"Berkeley, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107923/Dr-Frederick-Anthony-Kish-Jr,Frederick Anthony Kish,Distinguished Professor,North Carolina State University,"North Carolina State University, Infinera","Raleigh, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107924/Mr-David-L-Joyce,David L. Joyce,"Vice Chairman, President and CEO",General Electric Aviation,General Electric Aviation,"Cincinnati, Ohio, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107925/Dr-Norman-P-Jouppi,Norman P. Jouppi,Distinguished Hardware Engineer,"Google, Inc.","Google, Inc., Hewlett-Packard Company","Mountain View, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107926/Dr-James-Lupton-Hedrick,James Lupton Hedrick,Research Staff Member,IBM Almaden Research Center,IBM Almaden Research Center,"San Jose, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107927/Professor-Katherine-Whittaker-Ferrara,Katherine Whittaker Ferrara,Professor,Stanford University,"Stanford University, University of California, Davis","Palo Alto, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107928/Dr-Ronald-Fagin,Ronald Fagin,IBM Fellow,IBM Almaden Research Center,IBM Almaden Research Center,"San Jose, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107929/Professor-Iraj-Ershaghi,Iraj Ershaghi,"Omar B. Milligan Chair and Director, Petroleum Engineering Program",University of Southern California,University of Southern California,"Los Angeles, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107930/Professor-Said-E-Elghobashi,Said E. Elghobashi,UC Distinguished Professor,"University of California, Irvine","University of California, Irvine","Irvine, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107931/Dr-Bijan-Davari,Bijan Davari,IBM Fellow & Vice President,IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,"Yorktown Heights, New York, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107932/Professor-Carlos-F-Daganzo,Carlos F. Daganzo,Chancellor Professor of the Graduate School,"University of California, Berkeley","University of California, Berkeley","Berkeley, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107933/Dr-Alan-William-Cramb,Alan William Cramb,President Emeritus,Illinois Institute of Technology,Illinois Institute of Technology,,,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107934/Mr-Robert-D-Briskman,Robert D. Briskman,President,Telecommunications Engineering Consultants,"Telecommunications Engineering Consultants, Sirius XM Radio, Inc.","Bethany Beach, Delaware, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107935/Professor-Stephen-P-Boyd,Stephen P. Boyd,Samsung Professor in the School of Engineering,Stanford University,Stanford University,"Stanford, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107936/Mr-Terry-Boston,Terry Boston,President and CEO,Terry Boston LLC,"Terry Boston LLC, PJM Interconnection, LLC","Signal Mountain, Tennessee, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107937/Professor-Dushan-Boroyevich,Dushan Boroyevich,University Distinguished Professor,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University,"Blacksburg, Virginia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107938/Dr-Mark-P-Board,Mark P. Board,Consultant,"M Board Mining Consulting, LLC",Hecla Mining Company,"Golden, Colorado, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107939/Dr-Peter-John-Bethell,Peter John Bethell,Senior Principal Mineral Processing,Cardno MM&A,"Cardno MM&A, Arch Coal, Inc.","Blaine, Washington, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107940/Dr-Howard-Bernstein,Howard Bernstein,Chief Scientific Officer,SQZ Biotechnologies,"SQZ Biotechnologies, Seventh Sense Biosystems, Inc.",,,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107941/Dr-Margaret-Katherine-Banks,Margaret Katherine Banks,Retired,Texas A&M University-College Station,Texas A&M University-College Station,"Austin, Texas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107942/Dr-James-Karl-Baker,James Karl Baker,Distinguished Scholar & Entrepreneur in Residence,University of Central Florida,"University of Central Florida, Carnegie Mellon University, Dragon Systems, Inc.",,,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107943/Professor-Harry-R-Allcock,Harry R. Allcock,Evan Pugh Professor of Chemistry,The Pennsylvania State University - University Park,The Pennsylvania State University - University Park,"University Park, Pennsylvania, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/107944/Professor-Nicholas-L-Abbott,Nicholas L. Abbott,Tisch University Professor,Cornell University,"Cornell University, University of Wisconsin-Madison","Ithaca, New York, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130122/Dr-James-J-Wynne,James J. Wynne,Biotechnology Research,IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,"Pikesville, Maryland, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130123/Dr-Radia-Joy-Perlman,Radia Joy Perlman,Fellow,EMC Corporation,"EMC Corporation, Digital Equipment Corporation, Sun Microsystems, Inc.","Redmond, Washington, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130124/Dr-Jonathan-D-Bray,Jonathan D. Bray,Faculty Chair in Earthquake Engineering Excellence,"University of California, Berkeley","University of California, Berkeley","Berkeley, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130125/Professor-Janet-G-Hering,Janet G. Hering,Director (retired),Swiss Federal Institute of Aquatic Science & Technology (Eawag),"Swiss Federal Institute of Aquatic Science & Technology (Eawag), University of California, Los Angeles","Dübendorf, Zürich, Switzerland",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130126/Professor-Ingrid-Daubechies,Ingrid Daubechies,James B. Duke Professor of Mathematics,Duke University,"Duke University, Princeton University","Durham, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130127/Professor-Raymond-John-Fonck,Raymond John Fonck,Professor Emeritus,University of Wisconsin-Madison,University of Wisconsin-Madison,"Madison, Wisconsin, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130128/Lt-General-George-Kenneth-Muellner,Lt. General George Kenneth Muellner,Vice Chairman of the Board,The Aerospace Corporation,"The Aerospace Corporation, Boeing Advanced Systems, Boeing Phantom Works",,,Y
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130129/Professor-Philip-LiFan-Liu,Philip Li-Fan Liu,Distinguished Professor,National University of Singapore,"National University of Singapore, Cornell University","Singapore, Singapore",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130130/Dr-Kevin-Gerald-Bowcutt,Kevin Gerald Bowcutt,Principal Senior Technical Fellow and Chief Scientist of Hypersonics,The Boeing Company,The Boeing Company,"Huntington Beach, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130131/Professor-Sangeeta-N-Bhatia,Sangeeta N. Bhatia,"Investigator, Howard Hughes Medical Institute John J. (1929) and Dorothy Wilson Professor",Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130132/Professor-Emery-Neal-Brown,Emery Neal Brown,Edward Hood Taplin Professor of Medical Engineering and Computational Neuroscience,Massachusetts Institute of Technology,"Massachusetts Institute of Technology, Massachusetts General Hospital, Massachusetts General Hospital","Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130133/Dr-Cheryl-R-Blanchard,Cheryl R. Blanchard,President and CEO,Anika Therapeutics,"Anika Therapeutics, Keratin Biosciences, Inc., Zimmer, Inc.","Winchester, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130134/Dr-Mark-Robert-Wiesner,Mark Robert Wiesner,James L. Meriam Professor of Civil and Environmental Engineering,Duke University,Duke University,"Durham, North Carolina, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130135/Professor-Amable-Lin-Martinez,Amable Liñán Martinez,Professor Emeritus,Polytechnic University of Madrid,Polytechnic University of Madrid,"Madrid, Madrid, Spain",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130136/Professor-Hari-Balakrishnan,Hari Balakrishnan,Fujitsu Professor of Computer Science,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130137/Mr-Wesley-Glenn-Bush,Wesley Glenn Bush,"Chairman, CEO and President (retired)",Northrop Grumman Corporation,Northrop Grumman Corporation,"McLean, Virginia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130138/Professor-Deepakraj-M-Divan,Deepakraj M. Divan,Professor and Director,Georgia Institute of Technology,"Georgia Institute of Technology, Varentec Inc.","Atlanta, Georgia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130139/Professor-Karen-Klincewicz-Gleason,Karen Klincewicz Gleason,Associate Provost and Alexander and I. Michael Kasser Professor of Chemical Engineering,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130140/Mr-Ronald-Owen-Hamburger,Ronald Owen Hamburger,Senior Principal,"Simpson Gumpertz & Heger, Inc.","Simpson Gumpertz & Heger, Inc.","Oakland, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130141/Dr-John-Klier,John Klier,Dean of the Gallogly College of Engineering,University of Oklahoma,University of Oklahoma,"Norman, Oklahoma, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130142/Dr-Nils-Lonberg,Nils Lonberg,Executive in Residence,Canaan Partners,"Canaan Partners, Bristol Myers Squibb Company","Menlo Park, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130143/Mr-Brian-McClendon,Brian McClendon,Research Professor,University of Kansas,"University of Kansas, Niantic Spatial, Google, Inc.","Lawrence, Kansas, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130144/Professor-Samir-Mitragotri,Samir Mitragotri,Hiller Professor of Bioengineering,Harvard University,"Harvard University, University of California, Santa Barbara","Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130145/Dr-Kyle-J-Myers,Kyle J. Myers,Principal,Puente Solutions LLC,Puente Solutions LLC,"Phoenix, Arizona, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130146/Professor-Daniela-Rus,Daniela Rus,Director,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130147/Dr-Richard-Szeliski,Richard Szeliski,Distinguished Scientist,"Google, LLC","Google, LLC, Computational Photography, Facebook","Bellevue, Washington, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130148/Professor-Doros-Nicolas-Theodorou,Doros Nicolas Theodorou,Professor of Chemical Engineering,National Technical University of Athens,National Technical University of Athens,"Athens, Greece",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130149/Dr-Gavin-P-Towler,Gavin P. Towler,Corporate Vice President and Chief Scientist,Honeywell Inc.,Honeywell Inc.,,,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130150/Professor-Michael-Tsapatsis,Michael Tsapatsis,Bloomberg Distinguished Professor,Johns Hopkins University,"Johns Hopkins University, University of Minnesota, Minneapolis","Baltimore, Maryland, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130151/Professor-Norman-Joseph-Wagner-III,Norman Joseph Wagner,Robert L. Pigford Chair of Chemical Engineering,University of Delaware,University of Delaware,"Newark, Delaware, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130152/Professor-Vigor-Yang,Vigor Yang,William R. T. Oakes Professor and Chair,Georgia Institute of Technology,Georgia Institute of Technology,"Atlanta, Georgia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130153/Professor-Ajit-P-Yoganathan,Ajit P. Yoganathan,Emeritus Regents' Professor & Wallace H. Coulter Distinguished Faculty Chair,Georgia Institute of Technology,Georgia Institute of Technology,"Atlanta, Georgia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130193/Professor-Graeme-L-Stephens,Graeme L. Stephens,"Director, Center for Climate Sciences","NASA Jet Propulsion Laboratory, Caltech","NASA Jet Propulsion Laboratory, Caltech, NASA Jet Propulsion Laboratory, Caltech, Colorado State University","Pasadena, California, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130194/Dr-Thomas-M-Jahns,Thomas M. Jahns,Grainger Professor of Power Electronics & Electrical Machines,University of Wisconsin-Madison,"University of Wisconsin-Madison, MIT/Industry Consortium on Advanced Automotive Electric/Electronic Components and Systems, General Electric Company","Madison, Wisconsin, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130195/Dr-Leonard-F-Konikow,Leonard F. Konikow,Emeritus Scientist,"U.S. Geological Survey - Reston, VA","U.S. Geological Survey - Reston, VA","Reston, Virginia, United States",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130196/Professor-David-Joseph-Srolovitz,David Joseph Srolovitz,Chair Professor Materials Science and Engineering,The University of Hong Kong,"The University of Hong Kong, University of Michigan","Pokfulam, Hong Kong",,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/130197/Dr-Dana-Auburn-Powers,Dana Auburn Powers,Senior Scientist (retired),Sandia National Laboratories,"U.S. Nuclear Regulatory Commission, Sandia National Laboratories, Sandia National Laboratories","Albuquerque, New Mexico, United States",,
